USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0 169752 13300 ?        Ss   14:55   0:02 /sbin/init splash
root           2  0.0  0.0      0     0 ?        S    14:55   0:00 [kthreadd]
root           3  0.0  0.0      0     0 ?        I<   14:55   0:00 [rcu_gp]
root           4  0.0  0.0      0     0 ?        I<   14:55   0:00 [rcu_par_gp]
root           5  0.0  0.0      0     0 ?        I<   14:55   0:00 [slub_flushwq]
root           6  0.0  0.0      0     0 ?        I<   14:55   0:00 [netns]
root           8  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/0:0H-events_highpri]
root          10  0.0  0.0      0     0 ?        I<   14:55   0:00 [mm_percpu_wq]
root          11  0.0  0.0      0     0 ?        S    14:55   0:00 [rcu_tasks_rude_]
root          12  0.0  0.0      0     0 ?        S    14:55   0:00 [rcu_tasks_trace]
root          13  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/0]
root          14  0.0  0.0      0     0 ?        I    14:55   0:05 [rcu_sched]
root          15  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/0]
root          16  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/0]
root          17  0.0  0.0      0     0 ?        I    14:55   0:02 [kworker/0:1-events_freezable]
root          18  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/0]
root          19  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/1]
root          20  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/1]
root          21  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/1]
root          22  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/1]
root          24  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/1:0H-events_highpri]
root          25  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/2]
root          26  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/2]
root          27  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/2]
root          28  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/2]
root          30  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/2:0H-events_highpri]
root          31  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/3]
root          32  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/3]
root          33  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/3]
root          34  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/3]
root          36  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/3:0H-kblockd]
root          37  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/4]
root          38  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/4]
root          39  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/4]
root          40  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/4]
root          42  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/4:0H-events_highpri]
root          43  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/5]
root          44  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/5]
root          45  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/5]
root          46  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/5]
root          48  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/5:0H-events_highpri]
root          49  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/6]
root          50  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/6]
root          51  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/6]
root          52  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/6]
root          54  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/6:0H-events_highpri]
root          55  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/7]
root          56  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/7]
root          57  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/7]
root          58  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/7]
root          60  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/7:0H-events_highpri]
root          61  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/8]
root          62  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/8]
root          63  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/8]
root          64  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/8]
root          66  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/8:0H-events_highpri]
root          67  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/9]
root          68  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/9]
root          69  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/9]
root          70  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/9]
root          72  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/9:0H-events_highpri]
root          73  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/10]
root          74  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/10]
root          75  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/10]
root          76  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/10]
root          78  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/10:0H-kblockd]
root          79  0.0  0.0      0     0 ?        S    14:55   0:00 [cpuhp/11]
root          80  0.0  0.0      0     0 ?        S    14:55   0:00 [idle_inject/11]
root          81  0.0  0.0      0     0 ?        S    14:55   0:00 [migration/11]
root          82  0.0  0.0      0     0 ?        S    14:55   0:00 [ksoftirqd/11]
root          84  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/11:0H-events_highpri]
root          85  0.0  0.0      0     0 ?        S    14:55   0:00 [kdevtmpfs]
root          86  0.0  0.0      0     0 ?        I<   14:55   0:00 [inet_frag_wq]
root          87  0.0  0.0      0     0 ?        S    14:55   0:00 [kauditd]
root          88  0.0  0.0      0     0 ?        S    14:55   0:00 [khungtaskd]
root          89  0.0  0.0      0     0 ?        S    14:55   0:00 [oom_reaper]
root          90  0.0  0.0      0     0 ?        I<   14:55   0:00 [writeback]
root          91  0.0  0.0      0     0 ?        S    14:55   0:00 [kcompactd0]
root          92  0.0  0.0      0     0 ?        SN   14:55   0:00 [ksmd]
root          93  0.0  0.0      0     0 ?        SN   14:55   0:00 [khugepaged]
root         140  0.0  0.0      0     0 ?        I<   14:55   0:00 [kintegrityd]
root         141  0.0  0.0      0     0 ?        I<   14:55   0:00 [kblockd]
root         142  0.0  0.0      0     0 ?        I<   14:55   0:00 [blkcg_punt_bio]
root         153  0.0  0.0      0     0 ?        I<   14:55   0:00 [tpm_dev_wq]
root         154  0.0  0.0      0     0 ?        I<   14:55   0:00 [ata_sff]
root         155  0.0  0.0      0     0 ?        I<   14:55   0:00 [md]
root         156  0.0  0.0      0     0 ?        I<   14:55   0:00 [edac-poller]
root         157  0.0  0.0      0     0 ?        I<   14:55   0:00 [devfreq_wq]
root         158  0.0  0.0      0     0 ?        S    14:55   0:00 [watchdogd]
root         160  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/0:1H-kblockd]
root         162  0.0  0.0      0     0 ?        S    14:55   0:00 [kswapd0]
root         163  0.0  0.0      0     0 ?        S    14:55   0:00 [ecryptfs-kthrea]
root         165  0.0  0.0      0     0 ?        I<   14:55   0:00 [kthrotld]
root         166  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/122-pciehp]
root         167  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/124-pciehp]
root         168  0.0  0.0      0     0 ?        I<   14:55   0:00 [acpi_thermal_pm]
root         169  0.0  0.0      0     0 ?        I<   14:55   0:00 [vfio-irqfd-clea]
root         173  0.0  0.0      0     0 ?        I<   14:55   0:00 [mld]
root         174  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/9:1H-kblockd]
root         175  0.0  0.0      0     0 ?        I<   14:55   0:00 [ipv6_addrconf]
root         184  0.0  0.0      0     0 ?        I<   14:55   0:00 [kstrp]
root         187  0.0  0.0      0     0 ?        I<   14:55   0:00 [zswap-shrink]
root         195  0.0  0.0      0     0 ?        I<   14:55   0:00 [charger_manager]
root         259  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/2:1H-kblockd]
root         263  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/5:1H-events_highpri]
root         264  0.1  0.0      0     0 ?        S    14:55   0:15 [irq/165-SYNA000]
root         266  0.0  0.0      0     0 ?        I<   14:55   0:00 [nvme-wq]
root         267  0.0  0.0      0     0 ?        I<   14:55   0:00 [nvme-reset-wq]
root         268  0.0  0.0      0     0 ?        I<   14:55   0:00 [nvme-delete-wq]
root         275  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/4:1H-events_highpri]
root         294  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/3:1H-kblockd]
root         296  0.0  0.0      0     0 ?        S    14:55   0:01 [jbd2/nvme0n1p4-]
root         297  0.0  0.0      0     0 ?        I<   14:55   0:00 [ext4-rsv-conver]
root         301  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/8:1H-kblockd]
root         303  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/11:1H-kblockd]
root         335  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/6:1H-events_highpri]
root         340  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/1:1H-events_highpri]
root         341  0.0  0.2  78856 41960 ?        S<s  14:55   0:00 /lib/systemd/systemd-journald
root         365  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/10:1H-kblockd]
root         379  0.0  0.0      0     0 ?        I<   14:55   0:00 [kworker/7:1H-events_highpri]
root         389  0.0  0.0  25260  7844 ?        Ss   14:55   0:00 /lib/systemd/systemd-udevd
root         445  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/179-mei_me]
root         451  0.0  0.0      0     0 ?        I<   14:55   0:00 [cfg80211]
root         461  0.0  0.0      0     0 ?        I<   14:55   0:00 [cryptd]
root         468  0.0  0.0      0     0 ?        S    14:55   0:02 [irq/181-iwlwifi]
root         469  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/182-iwlwifi]
root         470  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/183-iwlwifi]
root         471  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/184-iwlwifi]
root         472  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/185-iwlwifi]
root         474  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/186-iwlwifi]
root         492  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/187-iwlwifi]
root         493  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/188-iwlwifi]
root         494  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/189-iwlwifi]
root         495  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/190-iwlwifi]
root         496  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/191-iwlwifi]
root         497  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/192-iwlwifi]
root         498  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/193-iwlwifi]
root         499  0.0  0.0      0     0 ?        S    14:55   0:00 [irq/194-iwlwifi]
root         549  0.0  0.0      0     0 ?        S    14:55   0:00 [card0-crtc0]
root         550  0.0  0.0      0     0 ?        S    14:55   0:00 [card0-crtc1]
root         551  0.0  0.0      0     0 ?        S    14:55   0:00 [card0-crtc2]
root         552  0.0  0.0      0     0 ?        S    14:55   0:00 [card0-crtc3]
root         554  0.0  0.0      0     0 ?        I<   14:55   0:00 [nvkm-disp]
root         557  0.0  0.0      0     0 ?        S    14:55   0:00 [card1-crtc0]
root         558  0.0  0.0      0     0 ?        S    14:55   0:00 [card1-crtc1]
root         559  0.0  0.0      0     0 ?        S    14:55   0:00 [card1-crtc2]
root         560  0.0  0.0      0     0 ?        S    14:55   0:00 [card1-crtc3]
systemd+     741  0.0  0.0  25356 13956 ?        Ss   14:55   0:01 /lib/systemd/systemd-resolved
root         771  0.0  0.0 247212  7496 ?        Ssl  14:55   0:00 /usr/lib/accountsservice/accounts-daemon
root         772  0.0  0.0   2548   776 ?        Ss   14:55   0:01 /usr/sbin/acpid
avahi        774  0.0  0.0   8536  3464 ?        Ss   14:55   0:00 avahi-daemon: running [moulik-2.local]
root         775  0.0  0.0   8432  4492 ?        Ss   14:55   0:00 /usr/lib/bluetooth/bluetoothd
root         776  0.0  0.0  18056  2816 ?        Ss   14:55   0:00 /usr/sbin/cron -f
root         777  0.0  0.0  37364  9148 ?        Ss   14:55   0:00 /usr/sbin/cupsd -l
message+     779  0.0  0.0  10056  6588 ?        Ss   14:55   0:05 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root         780  0.1  0.1 493820 21812 ?        Ssl  14:55   0:08 /usr/sbin/NetworkManager --no-daemon
root         788  0.0  0.0  81992  3656 ?        Ssl  14:55   0:00 /usr/sbin/irqbalance --foreground
root         792  0.0  0.1  48532 20548 ?        Ss   14:55   0:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
